Term,System,Code,Display,Confidence,Match Type
"Diabetic retinopathy",loinc,Diabetic retinopathy,"Diabetic retinopathy",0.950,api
"Diabetic retinopathy",loinc,PhenX - diabetic retinopathy protocol 140701,"PhenX - diabetic retinopathy protocol 140701",0.950,api
"Diabetic retinopathy",loinc,PhenX measure - diabetic retinopathy,"PhenX measure - diabetic retinopathy",0.950,api
"Diabetic nephropathy",snomed,451181000124105,"Diabetic nephropathy screening",0.950,api
"Diabetic nephropathy",snomed,236499007,"Microalbuminuric diabetic nephropathy",0.950,api
"Diabetic nephropathy",snomed,874908001,"No evidence of diabetic nephropathy",0.950,api
"Diabetic nephropathy",snomed,236511006,"Macroglobulinemic nephropathy",0.950,api
"Diabetic nephropathy",snomed,710565001,"Ischemic nephropathy",0.950,api
"Chronic kidney disease",snomed,709044004,"Chronic kidney disease",0.950,api
"Chronic kidney disease",snomed,285831000119108,"Malignant hypertensive chronic kidney disease",0.950,api
"Chronic kidney disease",snomed,431855005,"Chronic kidney disease stage 1",0.950,api
"Chronic kidney disease",snomed,700378005,"Chronic kidney disease stage 3A",0.950,api
"Chronic kidney disease",snomed,431857002,"Chronic kidney disease stage 4",0.950,api
"Chronic kidney disease",loinc,Chronic kidney disease education panel,"Chronic kidney disease education panel",0.950,api
"Chronic kidney disease",loinc,Chronic kidney disease management personal goals panel,"Chronic kidney disease management personal goals panel",0.950,api
"Chronic kidney disease",loinc,Has the patient visited a dialysis unit as part of treatment education?,"Has the patient visited a dialysis unit as part of treatment education?",0.950,api
"Chronic kidney disease",loinc,CKD educ topic(s) discussed,"CKD educ topic(s) discussed",0.950,api
"Chronic kidney disease",loinc,Functional assessment of chronic illness therapy for patients with kidney cancer - disease related symptoms questionnaire - 9 items,"Functional assessment of chronic illness therapy for patients with kidney cancer - disease related symptoms questionnaire - 9 items",0.950,api
"Acute kidney injury",snomed,14669001,"Acute kidney injury",0.950,api
"Acute kidney injury",snomed,140031000119103,"Acute nontraumatic kidney injury",0.950,api
"Acute kidney injury",snomed,1293200002,"Intra-renal acute kidney injury",0.950,api
"Acute kidney injury",snomed,1293198008,"Post-renal acute kidney injury",0.950,api
"Acute kidney injury",snomed,137971000119104,"History of acute kidney injury",0.950,api
"Acute kidney injury",loinc,Acute kidney injury risk NephroCheck,"Acute kidney injury risk NephroCheck",0.950,api
"Nephrolithiasis",snomed,95570007,"Kidney stone",0.950,api
"Nephrolithiasis",snomed,783620009,"Dominant hypophosphatemia with nephrolithiasis and/or osteoporosis",0.950,api
"Nephrolithiasis",snomed,236713006,"X-linked recessive nephrolithiasis with renal failure",0.950,api
"Nephrolithiasis",snomed,274401005,"Uric acid renal calculus",0.950,api
"Nephrolithiasis",snomed,1056501000112102,"Recurrent kidney stone",0.950,api
"Glomerulonephritis",snomed,36171008,"Glomerulonephritis",0.950,api
"Glomerulonephritis",snomed,425455002,"Diabetic glomerulonephritis",0.950,api
"Glomerulonephritis",snomed,77182004,"Membranous glomerulonephritis",0.950,api
"Glomerulonephritis",snomed,1162266005,"Exudative glomerulonephritis",0.950,api
"Glomerulonephritis",snomed,20917003,"Chronic glomerulonephritis",0.950,api
"Glomerulonephritis",loinc,PLA2R IgG Ser Ql Line blot,"PLA2R IgG Ser Ql Line blot",0.950,api
"Glomerulonephritis",loinc,PLA2R IgG Ser IA-aCnc,"PLA2R IgG Ser IA-aCnc",0.950,api
"Glomerulonephritis",loinc,PLA2R IgG Titr Ser IF,"PLA2R IgG Titr Ser IF",0.950,api
"Glomerulonephritis",loinc,PLA2R IgG SerPl Ql IF,"PLA2R IgG SerPl Ql IF",0.950,api
"Pyelonephritis",snomed,45816000,"Pyelonephritis",0.950,api
"Pyelonephritis",snomed,123612005,"Healed pyelonephritis",0.950,api
"Pyelonephritis",snomed,36689008,"Acute pyelonephritis",0.950,api
"Pyelonephritis",snomed,38898003,"Xanthogranulomatous pyelonephritis",0.950,api
"Pyelonephritis",snomed,4181000119109,"Obstructive pyelonephritis",0.950,api
"Cystitis",snomed,38822007,"Cystitis",0.950,api
"Cystitis",snomed,4324001,"Subacute cystitis",0.950,api
"Cystitis",snomed,33655002,"Chronic cystitis",0.950,api
"Cystitis",snomed,48278001,"Diphtheritic cystitis",0.950,api
"Cystitis",snomed,236630004,"Chemical cystitis",0.950,api
"Prostatitis",snomed,9713002,"Prostatitis",0.950,api
"Prostatitis",snomed,197964007,"Actinomycotic prostatitis",0.950,api
"Prostatitis",snomed,19905009,"Chronic prostatitis",0.950,api
"Prostatitis",snomed,281801000009108,"Bacterial prostatitis",0.950,api
"Prostatitis",snomed,197966009,"Syphilitic prostatitis",0.950,api
"Prostatitis",loinc,Granulomatous prostatitis Spec Ql Micro,"Granulomatous prostatitis Spec Ql Micro",0.950,api
"Benign prostatic hyperplasia",snomed,266569009,"Benign prostatic hyperplasia",0.950,api
"Benign prostatic hyperplasia",snomed,450357007,"Benign prostatic hyperplasia impact index",0.950,api
"Benign prostatic hyperplasia",snomed,236646007,"Benign prostatic hyperplasia with outflow obstruction",0.950,api
"Benign prostatic hyperplasia",snomed,254902007,"Benign prostatic hyperplasia without outflow obstruction",0.950,api
"Benign prostatic hyperplasia",snomed,450359005,"Benign prostatic hyperplasia impact index score",0.950,api
"Benign prostatic hyperplasia",loinc,Benign prostatic hyperplasia (BPH),"Benign prostatic hyperplasia (BPH)",0.950,api
"Erectile dysfunction",snomed,860914002,"Erectile dysfunction",0.950,api
"Erectile dysfunction",snomed,395325002,"Erectile dysfunction appliance",0.950,api
"Erectile dysfunction",snomed,8061000119107,"Vasculopathic erectile dysfunction",0.950,api
"Erectile dysfunction",snomed,473021009,"Secondary erectile dysfunction",0.950,api
"Erectile dysfunction",snomed,473020005,"Primary erectile dysfunction",0.950,api
"Erectile dysfunction",loinc,Used erectile dysfunction drug 12Mo,"Used erectile dysfunction drug 12Mo",0.950,api
"Ovarian cyst",snomed,421000119103,"Complex ovarian cyst",0.950,api
"Ovarian cyst",snomed,734116002,"Ovarian cyst fluid",0.950,api
"Ovarian cyst",snomed,309291009,"Ovarian cyst specimen",0.950,api
"Ovarian cyst",snomed,16705041000119100,"Bilateral complex ovarian cyst",0.950,api
"Ovarian cyst",snomed,236933004,"Aspiration of ovarian cyst",0.950,api
"Ovarian cyst",loinc,RF Guided Ovary Cyst asp,"RF Guided Ovary Cyst asp",0.950,api
"Endometriosis",snomed,396224008,"Endometriosis",0.950,api
"Endometriosis",snomed,397318008,"Extraovarian endometriosis",0.950,api
"Endometriosis",snomed,724457006,"Deep endometriosis",0.950,api
"Endometriosis",snomed,35543003,"Cutaneous endometriosis",0.950,api
"Endometriosis",snomed,129103003,"Endometriosis (clinical)",0.950,api
"Endometriosis",loinc,Endometriosis by laparoscopy PhenX,"Endometriosis by laparoscopy PhenX",0.950,api
"Endometriosis",loinc,Had endometriosis PhenX,"Had endometriosis PhenX",0.950,api
"Endometriosis",rxnorm,978950,"{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack [Natazia 28 Day]",0.950,api
"Endometriosis",rxnorm,978949,"{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack",0.950,api
"Endometriosis",rxnorm,1546332,"dienogest 2 MG Oral Tablet",0.950,api
"Endometriosis",rxnorm,978944,"dienogest 2 MG / estradiol valerate 2 MG Oral Tablet",0.950,api
"Endometriosis",rxnorm,978946,"dienogest 3 MG / estradiol valerate 2 MG Oral Tablet",0.950,api
"Polycystic ovary syndrome",snomed,237055002,"Polycystic ovary syndrome",0.950,api
"Polycystic ovary syndrome",snomed,781067001,"Polycystic ovary",0.950,api
"Polycystic ovary syndrome",snomed,830052009,"Polycystic ovary syndrome of right ovary",0.950,api
"Polycystic ovary syndrome",snomed,830053004,"Polycystic ovary syndrome of left ovary",0.950,api
"Polycystic ovary syndrome",snomed,830048009,"Polycystic right ovary",0.950,api
"Menorrhagia",snomed,386692008,"Menorrhagia",0.950,api
"Menorrhagia",snomed,237125007,"Pubertal menorrhagia",0.950,api
"Menorrhagia",snomed,161782001,"H/O: menorrhagia",0.950,api
"Menorrhagia",snomed,1148913001,"Menorrhagia due to bleeding disorder",0.950,api
"Menorrhagia",loinc,Menorrhagia coagulation panel,"Menorrhagia coagulation panel",0.950,api
"Amenorrhea",snomed,14302001,"Amenorrhea",0.950,api
"Amenorrhea",snomed,702466002,"Normogonadotropic amenorrhea",0.950,api
"Amenorrhea",snomed,237120002,"Hypothalamic amenorrhea",0.950,api
"Amenorrhea",snomed,237122005,"Lactational amenorrhea",0.950,api
"Amenorrhea",snomed,57260004,"Dietary amenorrhea",0.950,api
"Dysmenorrhea",snomed,266599000,"Dysmenorrhea",0.950,api
"Dysmenorrhea",snomed,361280008,"Spasmodic dysmenorrhea",0.950,api
"Dysmenorrhea",snomed,65754002,"Primary dysmenorrhea",0.950,api
"Dysmenorrhea",snomed,191977008,"Psychogenic dysmenorrhea",0.950,api
"Dysmenorrhea",snomed,5268006,"Mechanical dysmenorrhea",0.950,api
"Ectopic pregnancy",snomed,34801009,"Ectopic pregnancy",0.950,api
"Ectopic pregnancy",snomed,17433009,"Ruptured ectopic pregnancy",0.950,api
"Ectopic pregnancy",snomed,161763005,"Past pregnancy history of ectopic pregnancy",0.950,api
"Ectopic pregnancy",snomed,1264130004,"Tetanus following ectopic pregnancy",0.950,api
"Ectopic pregnancy",snomed,1263950009,"Oliguria following ectopic pregnancy",0.950,api
"Ectopic pregnancy",loinc,Ectopic preg,"Ectopic preg",0.950,api
"Ectopic pregnancy",loinc,Ectopic preg &or bortion,"Ectopic preg &or bortion",0.950,api
"Ectopic pregnancy",loinc,Pregnancy outcome PhenX,"Pregnancy outcome PhenX",0.950,api
"Ectopic pregnancy",loinc,Number pregnancy PhenX,"Number pregnancy PhenX",0.950,api
"Ectopic pregnancy",loinc,US TV for preg,"US TV for preg",0.950,api
"Preeclampsia",snomed,398254007,"Pre-eclampsia",0.950,api
"Preeclampsia",snomed,105651000119100,"Past pregnancy history of pre-eclampsia",0.950,api
"Preeclampsia",loinc,sFlt-1 Ser-mCnc,"sFlt-1 Ser-mCnc",0.950,api
"Preeclampsia",loinc,sFlt-1/PIGF d Ser-Rto,"sFlt-1/PIGF d Ser-Rto",0.950,api
"Preeclampsia",loinc,Soluble fms-like tyrosine kinase-1 & placental growth factor panel,"Soluble fms-like tyrosine kinase-1 & placental growth factor panel",0.950,api
"Gestational diabetes",snomed,11687002,"Gestational diabetes mellitus",0.950,api
"Gestational diabetes",snomed,472699005,"Uncontrolled gestational diabetes mellitus",0.950,api
"Gestational diabetes",snomed,40791000119105,"Postpartum gestational diabetes mellitus",0.950,api
"Gestational diabetes",snomed,1268646002,"Gestational diabetes mellitus screening",0.950,api
"Gestational diabetes",snomed,721151003,"Maternal history of gestational diabetes",0.950,api
"Postpartum hemorrhage",snomed,47821001,"Postpartum hemorrhage",0.950,api
"Postpartum hemorrhage",snomed,27214003,"Atonic postpartum hemorrhage",0.950,api
"Postpartum hemorrhage",snomed,291665000,"Postpartum intrapituitary hemorrhage",0.950,api
"Postpartum hemorrhage",snomed,1033591000000101,"Major postpartum hemorrhage",0.950,api
"Postpartum hemorrhage",snomed,111452009,"Postpartum afibrinogenemia with hemorrhage",0.950,api
"Mastitis",snomed,70912006,"Subacute mastitis",0.950,api
"Mastitis",snomed,1287638006,"Postpartum mastitis",0.950,api
"Mastitis",snomed,408639009,"Corynebacterial mastitis",0.950,api
"Mastitis",snomed,21648003,"Chronic mastitis",0.950,api
"Mastitis",snomed,63774006,"Mycoplasma mastitis",0.950,api
"Fibromyalgia",snomed,203082005,"Fibromyalgia",0.950,api
"Fibromyalgia",snomed,95417003,"Primary fibromyalgia syndrome",0.950,api
"Fibromyalgia",snomed,456551000124102,"Family history of fibromyalgia",0.950,api
"Fibromyalgia",loinc,Deprecated VA C&P exam fibromyalgia,"Deprecated VA C&P exam fibromyalgia",0.950,api
"Systemic lupus erythematosus",snomed,55464009,"Systemic lupus erythematosus",0.950,api
"Systemic lupus erythematosus",snomed,773333003,"Autosomal systemic lupus erythematosus",0.950,api
"Systemic lupus erythematosus",snomed,403487009,"Fulminating systemic lupus erythematosus",0.950,api
"Systemic lupus erythematosus",snomed,95644001,"Systemic lupus erythematosus encephalitis",0.950,api
"Systemic lupus erythematosus",snomed,403486000,"Acute systemic lupus erythematosus",0.950,api
"Systemic lupus erythematosus",loinc,PhenX - systemic lupus erythematosus protocol 171001,"PhenX - systemic lupus erythematosus protocol 171001",0.950,api
"Systemic lupus erythematosus",loinc,PhenX measure - systemic lupus erythematosus,"PhenX measure - systemic lupus erythematosus",0.950,api
"Systemic lupus erythematosus",loinc,Histone H2a+H2b Ab Ser Ql,"Histone H2a+H2b Ab Ser Ql",0.950,api
"Systemic lupus erythematosus",loinc,Histone H2a+H2b Ab Ser-aCnc,"Histone H2a+H2b Ab Ser-aCnc",0.950,api
"Systemic lupus erythematosus",loinc,H2a-H2b DNA IgG Ser-aCnc,"H2a-H2b DNA IgG Ser-aCnc",0.950,api
"Multiple sclerosis",snomed,24700007,"Multiple sclerosis",0.950,api
"Multiple sclerosis",snomed,1186728004,"Pediatric multiple sclerosis",0.950,api
"Multiple sclerosis",snomed,439567002,"Malignant multiple sclerosis",0.950,api
"Multiple sclerosis",snomed,700409000,"Suspected multiple sclerosis",0.950,api
"Multiple sclerosis",snomed,160337009,"FH: Multiple sclerosis",0.950,api
"Multiple sclerosis",loinc,Multiple sclerosis,"Multiple sclerosis",0.950,api
"Multiple sclerosis",loinc,Multiple sclerosis panel,"Multiple sclerosis panel",0.950,api
"Multiple sclerosis",loinc,MS action plan,"MS action plan",0.950,api
"Multiple sclerosis",loinc,Multiple Sclerosis (MS),"Multiple Sclerosis (MS)",0.950,api
"Multiple sclerosis",loinc,Huntington's Disease,"Huntington's Disease",0.950,api
"Guillain-Barre syndrome",snomed,16064651000119108,"Sequela of Guillain Barre syndrome",0.950,api
"Guillain-Barre syndrome",snomed,128731000119101,"History of Guillain Barre syndrome",0.950,api
"Guillain-Barre syndrome",snomed,1259074001,"Disorder of autonomic nerve due to Guillain-Barre Syndrome",0.950,api
"Guillain-Barre syndrome",snomed,455301000124100,"History of Guillain-Barre syndrome due to influenza immunization",0.950,api
"Guillain-Barre syndrome",snomed,40956001,"Guillain-Barré syndrome",0.950,api
"Peripheral neuropathy",snomed,21361000119109,"Paraneoplastic peripheral neuropathy",0.950,api
"Peripheral neuropathy",snomed,128208007,"Peripheral axonal neuropathy",0.950,api
"Peripheral neuropathy",snomed,385006,"Secondary peripheral neuropathy",0.950,api
"Peripheral neuropathy",snomed,22722001,"Idiopathic peripheral neuropathy",0.950,api
"Peripheral neuropathy",snomed,129611009,"Ischemic peripheral neuropathy",0.950,api
"Peripheral neuropathy",loinc,Cranial peripheral neuropathy Reported,"Cranial peripheral neuropathy Reported",0.950,api
"Peripheral neuropathy",loinc,Periph sens neuropathy grade NCI CTC,"Periph sens neuropathy grade NCI CTC",0.950,api
"Peripheral neuropathy",loinc,PhenX - diabetic peripheral neuropathy protocol 140401,"PhenX - diabetic peripheral neuropathy protocol 140401",0.950,api
"Peripheral neuropathy",loinc,Periph neuropathy mltgene analysis Spec,"Periph neuropathy mltgene analysis Spec",0.950,api
"Peripheral neuropathy",loinc,PhenX measure - diabetic peripheral neuropathy,"PhenX measure - diabetic peripheral neuropathy",0.950,api
"Carpal tunnel syndrome",snomed,57406009,"Carpal tunnel syndrome",0.950,api
"Carpal tunnel syndrome",snomed,12265501000119101,"Bilateral carpal tunnel syndrome",0.950,api
"Carpal tunnel syndrome",snomed,293871000119108,"Carpal tunnel syndrome of right wrist",0.950,api
"Carpal tunnel syndrome",snomed,293861000119102,"Carpal tunnel syndrome of left wrist",0.950,api
"Carpal tunnel syndrome",snomed,701564000,"Carpal tunnel release instrument",0.950,api
"Sciatica",snomed,23056005,"Sciatica",0.950,api
"Sciatica",snomed,307176005,"Acute sciatica",0.950,api
"Sciatica",snomed,307177001,"Chronic sciatica",0.950,api
"Sciatica",snomed,15633361000119103,"Bilateral sciatica",0.950,api
"Sciatica",snomed,273206005,"Chinese auricular sciatica",0.950,api
"Herniated disc",snomed,89355001,"Discectomy for intervertebral herniated disc, nucleus pulposus",0.950,api
"Herniated disc",snomed,410070006,"Herniated urinary bladder",0.950,api
"Herniated disc",snomed,53844006,"Laminectomy with excision of herniated intervertebral disc, nucleus pulposus",0.950,api
"Herniated disc",snomed,109360003,"Herniated polyp of maxillary sinus",0.950,api
"Herniated disc",snomed,463765005,"Mini disc",0.950,api
"Osteoporosis",snomed,64859006,"Osteoporosis",0.950,api
"Osteoporosis",snomed,102447009,"Postmenopausal osteoporosis",0.950,api
"Osteoporosis",snomed,18040001,"Senile osteoporosis",0.950,api
"Osteoporosis",snomed,32369003,"Menopausal osteoporosis",0.950,api
"Osteoporosis",snomed,203433000,"Postoophorectomy osteoporosis",0.950,api
"Osteoporosis",loinc,Osteoporosis,"Osteoporosis",0.950,api
"Osteoporosis",loinc,Osteoporosis,"Osteoporosis",0.950,api
"Osteoporosis",loinc,Years vit D alone PhenX,"Years vit D alone PhenX",0.950,api
"Osteoporosis",loinc,Osteoporosis Risk Assessment Instrument,"Osteoporosis Risk Assessment Instrument",0.950,api
"Osteoporosis",loinc,PhenX measure - vitamin D,"PhenX measure - vitamin D",0.950,api
"Fracture of femur",snomed,71620000,"Fracture of femur",0.950,api
"Fracture of femur",snomed,409667007,"Pathological fracture of femur",0.950,api
"Fracture of femur",snomed,704330001,"Osteoporotic fracture of femur",0.950,api
"Fracture of femur",snomed,25415003,"Closed fracture of femur",0.950,api
"Fracture of femur",snomed,28576007,"Open fracture of femur",0.950,api
"Fracture of radius",snomed,12676007,"Fracture of radius",0.950,api
"Fracture of radius",snomed,12960001000004104,"Fracture of left radius",0.950,api
"Fracture of radius",snomed,446461000124103,"Fracture of right radius",0.950,api
"Fracture of radius",snomed,704170004,"Pathological fracture of radius",0.950,api
"Fracture of radius",snomed,704059008,"Stress fracture of radius",0.950,api
"Sprain of ankle",snomed,44465007,"Sprain of ankle",0.950,api
"Sprain of ankle",snomed,11833631000119105,"Sprain of left ankle",0.950,api
"Sprain of ankle",snomed,11833591000119105,"Sprain of right ankle",0.950,api
"Sprain of ankle",snomed,1781000119107,"Sprain of ankle grade II",0.950,api
"Sprain of ankle",snomed,609495006,"Sprain of ankle grade III",0.950,api
"Anterior cruciate ligament injury",snomed,444470001,"Injury of anterior cruciate ligament",0.950,api
"Anterior cruciate ligament injury",snomed,438582003,"Acute injury of anterior cruciate ligament",0.950,api
"Anterior cruciate ligament injury",snomed,183157007,"Anterior cruciate ligament brace",0.950,api
"Anterior cruciate ligament injury",snomed,433162006,"Injury of posterior cruciate ligament",0.950,api
"Anterior cruciate ligament injury",snomed,239725005,"Rupture of anterior cruciate ligament",0.950,api
"Rotator cuff syndrome",snomed,320031000119109,"Right rotator cuff syndrome",0.950,api
"Rotator cuff syndrome",snomed,320021000119106,"Left rotator cuff syndrome",0.950,api
"Rotator cuff syndrome",snomed,359532006,"Rotator cuff impingement syndrome",0.950,api
"Rotator cuff syndrome",snomed,12246841000119103,"Bilateral rotator cuff syndrome",0.950,api
"Rotator cuff syndrome",snomed,16003631000119104,"Bilateral rotator cuff tendinitis",0.950,api
"Tennis elbow",snomed,26550000,"Tennis",0.950,api
"Tennis elbow",snomed,61512008,"Tennis racket",0.950,api
"Tennis elbow",snomed,257713006,"Tennis court",0.950,api
"Tennis elbow",snomed,238484001,"Tennis toe",0.950,api
"Tennis elbow",snomed,13905003,"Tennis ball",0.950,api
"Plantar fasciitis",snomed,202882003,"Plantar fasciitis",0.950,api
"Plantar fasciitis",snomed,11873911000119108,"Bilateral plantar fasciitis",0.950,api
"Plantar fasciitis",snomed,231275009,"Traumatic plantar fasciitis",0.950,api
"Plantar fasciitis",snomed,300035001,"Injection for plantar fasciitis",0.950,api
"Plantar fasciitis",snomed,12241271000119101,"Plantar fasciitis of left foot",0.950,api
"Gout",snomed,90560007,"Gout",0.950,api
"Gout",snomed,427011000124108,"Gout education",0.950,api
"Gout",snomed,48440001,"Articular gout",0.950,api
"Gout",snomed,160308005,"FH: Gout",0.950,api
"Gout",snomed,28428009,"Visceral gout",0.950,api
"Gout",loinc,Phenylephrine Ur-mCnc,"Phenylephrine Ur-mCnc",0.950,api
"Gout",loinc,Phenylephrine SerPl-mCnc,"Phenylephrine SerPl-mCnc",0.950,api
"Gout",loinc,Phenylephrine Dose,"Phenylephrine Dose",0.950,api
"Psoriasis",snomed,9014002,"Psoriasis",0.950,api
"Psoriasis",snomed,160408009,"FH: Psoriasis",0.950,api
"Psoriasis",snomed,200972005,"Psoriasis punctata",0.950,api
"Psoriasis",snomed,200973000,"Pustular psoriasis",0.950,api
"Psoriasis",snomed,238609000,"Köbner psoriasis",0.950,api
"Psoriasis",loinc,Body psoriasis now PhenX,"Body psoriasis now PhenX",0.950,api
"Psoriasis",loinc,Psoriasis spot thickness PhenX,"Psoriasis spot thickness PhenX",0.950,api
"Psoriasis",loinc,Psoriasis spot scaly PhenX,"Psoriasis spot scaly PhenX",0.950,api
"Psoriasis",loinc,Derm dx psoriasis PhenX,"Derm dx psoriasis PhenX",0.950,api
"Psoriasis",loinc,Body psoriasis worst PhenX,"Body psoriasis worst PhenX",0.950,api
"Psoriasis",rxnorm,1043397,"coal tar 0.0125 MG/MG Topical Gel [Psoriasin]",0.950,api
"Psoriasis",rxnorm,2532521,"coal tar 20 MG/ML Medicated Liquid Soap [Psoriasin]",0.950,api
"Psoriasis",rxnorm,798505,"coal tar 0.02 MG/MG Topical Ointment [Psoriasin]",0.950,api
"Eczema",snomed,43116000,"Eczema",0.950,api
"Eczema",snomed,238594009,"Desiccation eczema",0.950,api
"Eczema",snomed,366362000,"Varicose eczema",0.950,api
"Eczema",snomed,419735006,"Scaling eczema",0.950,api
"Eczema",snomed,123699000,"Exudative eczema",0.950,api
"Eczema",loinc,Eczema ever PhenX,"Eczema ever PhenX",0.950,api
"Eczema",loinc,Eczema ever 6 PhenX,"Eczema ever 6 PhenX",0.950,api
"Eczema",loinc,PhenX - eczema protocol 170301,"PhenX - eczema protocol 170301",0.950,api
"Eczema",loinc,PhenX measure - eczema,"PhenX measure - eczema",0.950,api
"Eczema",loinc,Patient-Oriented Eczema Measure,"Patient-Oriented Eczema Measure",0.950,api
"Acne vulgaris",snomed,88616000,"Acne vulgaris",0.950,api
"Acne vulgaris",snomed,403347003,"Superficial acne vulgaris",0.950,api
"Acne vulgaris",snomed,403348008,"Superficial inflammatory acne vulgaris",0.950,api
"Acne vulgaris",snomed,403349000,"Superficial mixed comedonal and inflammatory acne vulgaris",0.950,api
"Acne vulgaris",snomed,11381005,"Acne",0.950,api
"Cellulitis",snomed,385627004,"Cellulitis",0.950,api
"Cellulitis",snomed,128045006,"Cellulitis",0.950,api
"Cellulitis",snomed,717857009,"Acute cellulitis",0.950,api
"Cellulitis",snomed,238931006,"Eosinophilic cellulitis",0.950,api
"Cellulitis",snomed,102453009,"Peritonsillar cellulitis",0.950,api
"Herpes zoster",snomed,4740000,"Herpes zoster",0.950,api
"Herpes zoster",snomed,230176008,"Herpes zoster encephalitis",0.950,api
"Herpes zoster",snomed,55560002,"Disseminated herpes zoster",0.950,api
"Herpes zoster",snomed,1163465001,"Herpes zoster dacryoadenitis",0.950,api
"Herpes zoster",snomed,42448002,"Herpes zoster keratoconjunctivitis",0.950,api
"Herpes zoster",loinc,VZV strain Islt,"VZV strain Islt",0.950,api
"Herpes zoster",loinc,Inject VZIg Vol Patient,"Inject VZIg Vol Patient",0.950,api
"Herpes zoster",loinc,VZV dose count in combo vaccine,"VZV dose count in combo vaccine",0.950,api
"Herpes zoster",loinc,Varicella zoster virus surveillance panel,"Varicella zoster virus surveillance panel",0.950,api
"Herpes zoster",loinc,VZV status,"VZV status",0.950,api
"Varicella",snomed,38907003,"Varicella",0.950,api
"Varicella",snomed,240469009,"Perinatal varicella",0.950,api
"Varicella",snomed,371113008,"Varicella immune",0.950,api
"Varicella",snomed,413117001,"Varicella status",0.950,api
"Varicella",snomed,240468001,"Neurological varicella",0.950,api
"Varicella",loinc,Tzanck Smear Penis,"Tzanck Smear Penis",0.950,api
"Varicella",loinc,Varicella zoster virus surveillance panel,"Varicella zoster virus surveillance panel",0.950,api
"Varicella",loinc,Varicella zoster virus DNA panel,"Varicella zoster virus DNA panel",0.950,api
"Varicella",loinc,Tzanck Smear Skin,"Tzanck Smear Skin",0.950,api
"Varicella",loinc,Inject VZIg Vol Patient,"Inject VZIg Vol Patient",0.950,api
"Measles",snomed,14189004,"Measles",0.950,api
"Measles",snomed,52584002,"Measles morbillivirus",0.950,api
"Measles",snomed,240483006,"Atypical measles",0.950,api
"Measles",snomed,772152006,"Measles suspected",0.950,api
"Measles",snomed,371111005,"Measles immune",0.950,api
"Measles",loinc,Measles virus RNA & N gene panel,"Measles virus RNA & N gene panel",0.950,api
"Measles",loinc,Measles virus Ab.IgG & IgM panel,"Measles virus Ab.IgG & IgM panel",0.950,api
"Measles",loinc,Prev rubella virus tx result,"Prev rubella virus tx result",0.950,api
"Measles",loinc,MeV status,"MeV status",0.950,api
"Measles",loinc,MeV Upper resp Ql Cult,"MeV Upper resp Ql Cult",0.950,api
"Mumps",snomed,36989005,"Mumps",0.950,api
"Mumps",snomed,89231008,"Mumps hepatitis",0.950,api
"Mumps",snomed,10665004,"Mumps pancreatitis",0.950,api
"Mumps",snomed,1163539003,"Mumps dacryoadenitis",0.950,api
"Mumps",snomed,75548002,"Mumps oophoritis",0.950,api
"Mumps",loinc,MuV IgG+IgM Ser-aCnc,"MuV IgG+IgM Ser-aCnc",0.950,api
"Mumps",loinc,MuV IgG+IgM Ser-Imp,"MuV IgG+IgM Ser-Imp",0.950,api
"Mumps",loinc,Mumps virus Ab.IgG & IgM panel,"Mumps virus Ab.IgG & IgM panel",0.950,api
"Mumps",loinc,MuV IgG+IgM CSF IF-Imp,"MuV IgG+IgM CSF IF-Imp",0.950,api
"Mumps",loinc,Wheal 3D p .1mL Mumps Diam,"Wheal 3D p .1mL Mumps Diam",0.950,api
"Rubella",snomed,36653000,"Rubella",0.950,api
"Rubella",snomed,278968001,"Rubella immune",0.950,api
"Rubella",snomed,772212002,"Rubella suspected",0.950,api
"Rubella",snomed,277138006,"Rubella arthralgia",0.950,api
"Rubella",snomed,5210005,"Rubella virus",0.950,api
"Rubella",loinc,Rubella surveillance panel,"Rubella surveillance panel",0.950,api
"Rubella",loinc,Prev rubella virus tx result,"Prev rubella virus tx result",0.950,api
"Rubella",loinc,Y prev tested for rubella immun,"Y prev tested for rubella immun",0.950,api
"Rubella",loinc,Rubella dx pre pregnancy,"Rubella dx pre pregnancy",0.950,api
"Rubella",loinc,Documenation prev rubella tx,"Documenation prev rubella tx",0.950,api
"Influenza",snomed,6142004,"Influenza",0.950,api
"Influenza",snomed,725894000,"Influenza virus",0.950,api
"Influenza",snomed,719590007,"Influenza caused by seasonal influenza virus",0.950,api
"Influenza",snomed,24662006,"Influenza caused by Influenza B virus",0.950,api
"Influenza",snomed,719865001,"Influenza caused by pandemic influenza virus",0.950,api
"Influenza",loinc,Influenza season DateRange,"Influenza season DateRange",0.950,api
"Influenza",loinc,Influenza vaccine cycle,"Influenza vaccine cycle",0.950,api
